2.0,2374.0,1,2,2374,0.1937510222196579
3.0,1579.0,1,3,1579,0.11455937474966049
4.0,2129.0,1,4,2129,0.08595839142799377
5.0,724.0,1,5,724,0.07145459949970245
6.0,2160.0,1,6,2160,0.11642134934663773
7.0,2597.0,1,7,2597,0.11982374638319016
8.0,4.0,1,8,4,0.01007408183068037
8.0,6.0,1,8,6,0.046370361000299454
8.0,1299.0,1,8,1299,0.22394517064094543
8.0,19.0,1,8,19,0.06471633911132812
8.0,862.0,1,8,862,0.18865245580673218
8.0,239.0,1,8,239,0.13537703454494476
8.0,335.0,1,8,335,0.0613962784409523
8.0,2201.0,1,8,2201,0.18380197882652283
8.0,865.0,1,8,865,0.2564736604690552
8.0,2506.0,1,8,2506,0.022528544068336487
9.0,4.0,1,9,4,0.2186518907546997
9.0,166.0,1,9,166,0.1774779111146927
10.0,2148.0,1,10,2148,0.07186716794967651
11.0,569.0,1,11,569,0.10219759494066238
12.0,356.0,1,12,356,0.09940513968467712
12.0,1524.0,1,12,1524,0.12183870375156403
12.0,2075.0,1,12,2075,0.38879844546318054
12.0,412.0,1,12,412,0.14570079743862152
12.0,788.0,1,12,788,0.07338906824588776
12.0,1017.0,1,12,1017,0.328607439994812
14.0,2414.0,1,14,2414,0.32761743664741516
15.0,2163.0,1,15,2163,0.17027008533477783
16.0,788.0,1,16,788,0.058662693947553635
16.0,356.0,1,16,356,0.11481029540300369
16.0,412.0,1,16,412,0.08784200251102448
16.0,2950.0,1,16,2950,0.08757256716489792
16.0,2393.0,1,16,2393,0.14491234719753265
16.0,1017.0,1,16,1017,0.07845675945281982
17.0,1352.0,1,17,1352,0.3011232912540436
17.0,1266.0,1,17,1266,0.1911040097475052
17.0,1207.0,1,17,1207,0.19270507991313934
17.0,2283.0,1,17,2283,0.26605328917503357
17.0,2704.0,1,17,2704,0.1708499640226364
17.0,2185.0,1,17,2185,0.2446344494819641
17.0,2635.0,1,17,2635,0.2171182781457901
17.0,3523.0,1,17,3523,0.2198212891817093
17.0,71.0,1,17,71,0.22445280849933624
17.0,2447.0,1,17,2447,0.20058703422546387
18.0,148.0,1,18,148,0.08814552426338196
18.0,3163.0,1,18,3163,0.17799004912376404
18.0,3275.0,1,18,3275,0.11454557627439499
19.0,1599.0,1,19,1599,-0.07784567773342133
20.0,1201.0,1,20,1201,0.1695377379655838
20.0,6.0,1,20,6,0.05833345279097557
21.0,2167.0,1,21,2167,0.1749993860721588
22.0,2328.0,1,22,2328,0.26109540462493896
23.0,136.0,1,23,136,0.15547974407672882
24.0,1674.0,1,24,1674,0.26996952295303345
25.0,291.0,1,25,291,0.35964587330818176
26.0,109.0,1,26,109,0.2711386978626251
26.0,961.0,1,26,961,-0.11159220337867737
